scope,case,case_name,expected_signal,expected_direction,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,sign_correct
task1,2,injected_increment,True,1,96,1,extra_trees,7,21330768,0.5460255018990776,8.721537541000268e-09,0.7724187788925402,4.878980635049221e-19,0.7377863087963549,0.01,0.027211418324453025,0.01660640347017212,0.040521248684907835,0.5615369627755643,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,7,21330768,0.8430005425935974,4.714980126415001e-27,0.9197026629450344,1.7103589511934506e-37,0.8576089094670227,0.01,0.08012360973357252,0.05860466234177255,0.1020621477162773,0.8094419905369802,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,7,22330771,0.032971221650466925,0.8129026842236394,-0.03300993084655041,0.8199776902494542,0.18653857425531659,0.17,6.411915737475002e-05,-0.0008242387480035921,0.0009476220070950835,0.004073752292665871,False,True,False,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,7,22330771,0.9498380026681913,6.501901892060448e-28,0.5230856313984658,9.722232021765632e-05,0.8001677182264794,0.01,0.02873082947673914,0.015009083957018126,0.04481463732992966,0.7051015220927422,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,7,22330771,0.5574614065180102,1.1936265487875318e-05,0.77056919592958,5.981879487335096e-11,0.8066631095286415,0.01,0.03572118464382036,0.0221058872735507,0.049987077672731875,0.6089763599857367,True,True,True,True,True
task2,3,task_specialist,True,-1,54,1,extra_trees,7,22330771,-0.8258814560701353,1.5188555517123366e-14,-0.915646913840605,1.2521756329116561e-20,-0.8789738507280629,0.01,0.060413528167402836,0.03721483150667711,0.08261266562718482,0.6338769892001446,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,7,30330787,-0.046119256528242204,0.6355279668223108,-0.042573358407489145,0.6632668634531386,-0.03767387576604233,0.66,0.04906170032560036,0.036926776740152344,0.06271101833366761,0.5706123159023925,False,True,True,False,True
task1,0,real_structure_null,False,0,96,1,extra_trees,8,21340775,0.21300868149755833,0.0371885365028972,0.07679752165854711,0.47186706373953563,-0.02411232069256529,0.9,0.00025246719776183743,2.345517384999193e-05,0.0005921957779089497,0.024762083285798476,False,True,True,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,8,21340775,0.8999864351600652,1.1560383450220555e-35,0.25710784326078884,0.014432327825984494,0.2671776176484182,0.01,0.024958066008940353,0.017175987410829728,0.033221606107247274,0.5598990100209388,True,True,True,True,True
task1,2,injected_increment,True,1,96,1,extra_trees,8,21340775,0.4739690721649485,1.0728054379216625e-06,0.7414379416479455,6.416894680591744e-17,0.6527965708005891,0.01,0.021355522811369355,0.013939994839592249,0.02869341268062316,0.46420403667676474,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,8,21340775,0.8491996744438416,8.253248343359188e-28,0.8967960054632098,6.45889546450884e-33,0.8410229280532898,0.01,0.047024798706018126,0.03364698901363154,0.06307019131835045,0.7336461328537697,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,8,22340778,0.3360777587192681,0.012969500506210267,0.22929591199270488,0.10920414951316906,0.28608458696965633,0.07,-0.0007612366724847087,-0.0018926350432908266,0.00011387356782042531,-0.04706897926946889,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,8,22340778,0.8922050695635599,1.3742888371317535e-19,0.08326023639205356,0.5653944445283942,0.6411404830682824,0.01,0.021056204618028426,0.010897008092376924,0.02867251795844332,0.5093981181285246,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,8,22340778,0.6330093386697159,2.8045218246518343e-07,0.7972455306982518,4.270549194061751e-12,0.836249285305889,0.01,0.015150264353769503,0.008014747571979987,0.020576692756074485,0.44132638188312534,True,True,True,True,True
task2,3,task_specialist,True,-1,54,1,extra_trees,8,22340778,-0.9033352391842956,9.301998423372237e-21,-0.9436866922533811,1.0589211477847833e-24,-0.8842935830381142,0.01,0.0682953135468274,0.04528397929767774,0.09054512952646952,0.7889724984348506,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,8,30340794,-0.20207303247687367,0.035970948796686934,-0.20492468531496996,0.03422714727738078,-0.1922004177757612,0.09,0.05431321984701095,0.04119223039535182,0.06810276242511269,0.6322084581672966,False,True,True,False,True
task1,0,real_structure_null,False,0,96,1,extra_trees,9,21350782,0.055032555615843734,0.5943470441496748,-0.045020698592088924,0.6735014632823251,0.08127787300388974,0.42,0.000195496450615517,8.13692309675309e-06,0.0003955917146171269,0.026096615176638874,False,True,True,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,9,21350782,0.9050732501356484,1.1211348738285758e-36,0.2997330346204598,0.004103826057378966,0.5874828317117293,0.01,0.011507650419527738,0.004252389327315663,0.01745322153221432,0.4407290785655958,True,True,True,True,True
task1,2,injected_increment,True,1,96,1,extra_trees,9,21350782,0.5805344546934346,5.654743275747455e-10,0.8389616284109865,5.6079591655270375e-25,0.7042210533852669,0.01,0.028304239093411444,0.01710921614436399,0.04022294491844081,0.5558725016434793,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,9,21350782,0.8201573521432446,1.5967071367443536e-24,0.8949032381594726,1.378025665565681e-32,0.7949253589802955,0.01,0.08435512994346732,0.06072625604906793,0.10615032859700829,0.7831500005106857,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,9,22350785,0.04486373165618448,0.7473558203859039,0.2842246497472435,0.04545652418697922,0.0663667899693115,0.65,-0.00044175022121914834,-0.0013074045577786306,0.0003977966914497831,-0.03916928868525485,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,9,22350785,0.85515532685344,1.854598993088205e-16,0.003201218429572258,0.9823972678044053,0.487869027514325,0.01,0.009399867428328823,0.0017970574443407815,0.015983888208881466,0.26856945340518906,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,9,22350785,0.5994663617305126,1.669959113866668e-06,0.8116263930148389,8.69834494918807e-13,0.8004192872117398,0.01,0.018050310163501334,0.009357163079066604,0.02615162338196702,0.47813325116729083,True,True,True,True,True
task2,3,task_specialist,True,-1,54,1,extra_trees,9,22350785,-0.8619401562797789,5.814236462972542e-17,-0.9276214670925688,3.642889437356842e-22,-0.8822946445587952,0.01,0.07435679010879605,0.04915575163935849,0.10614965671127417,0.7380046053619045,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,9,30350801,-0.09398191812664933,0.3333105090680623,-0.0898176720719995,0.3575571012379268,-0.08642475199205164,0.41,0.0501256027387556,0.03720394022899281,0.06336317846719139,0.5843136014724006,False,True,True,False,True
task1,0,real_structure_null,False,0,96,1,extra_trees,10,21360789,0.03510580575149213,0.7341847685225531,-0.02119738852760913,0.8428046151999116,-0.010319906944003445,0.95,-5.0593395622411386e-06,-1.5590189076859744e-05,1.3338440783247212e-06,-0.0012364298594971354,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,10,21360789,0.8803716766142159,3.280230167680894e-32,0.2200681671987251,0.03714282661250898,0.5888169942755384,0.01,0.023296455089115247,0.015141083862594482,0.03364077664209366,0.47831720235803615,True,True,True,True,True
task1,2,injected_increment,True,1,96,1,extra_trees,10,21360789,0.4823385784047748,6.482060755263596e-07,0.7115041698579656,3.858951394014146e-15,0.701687155578431,0.01,0.02064281427823786,0.013893523500163828,0.030300555520942414,0.4710564848605305,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,10,21360789,0.8317145957677698,9.348744262532834e-26,0.9245879475158771,1.2021432018609732e-38,0.8346734401555143,0.01,0.07799556632574378,0.056237847022044166,0.10276693576327459,0.7992273378892569,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,10,22360792,0.06567562416619019,0.6370462615321317,0.09721421413121833,0.50182865677523,0.07715031734424516,0.56,0.00041993413753302,3.972748570602284e-05,0.0009057678635975147,0.0220840468641531,False,True,True,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,10,22360792,0.8695635601295978,1.4642324782565566e-17,0.13537015029533667,0.34859135688252907,0.6415720057940077,0.01,0.013612930877701716,0.004451319026043958,0.022611862105112488,0.32752833593982034,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,10,22360792,0.4941109205260148,0.00014630881018239616,0.7131986591106858,6.182252596965306e-09,0.6715715249709648,0.01,0.011034448595715736,0.005056587905958081,0.018649509746951797,0.2547744263447931,True,True,True,True,True
